account_number,account_type,balance,last_transaction_date,last_transaction_id,last_transaction_amount
AE09 2234 4751 3863 9780 030,Brokerage,$55764.68,2019-12-20 21:50:08,1Hoy3GAMbcPWv5V3oZKi2unfk8RTBbBywn,$-462.36
MT29 HHQZ 8347 0FDF B5RX GHFI KSBC WZH,Checking,$5336.66,2019-10-16 03:59:32,1JMKaVuSVGHwsG4areWBVttERFKV3gfFLS,$-690.99
SA84 60O1 XLDO BLE4 TFYO TV1V,Savings,$50579.12,2019-09-23 10:19:13,1HerV5sbvzJNWPtVeTW4gbcCqNa6d2cvuF,$-574.47
GR26 9865 9179 2LO8 23II 1FWJ TBT,Checking,$83758.62,2019-12-17 16:59:08,1D3S3xF1qCkMYYBQ5eX1fXY65kwqh1ZNfj,$106.20
FR07 0704 9101 24QR ECTI FVSH 587,Checking,$88097.27,2020-06-11 10:36:20,1LCu6N6i364sZnxd35deGrSxhLvwXXvGrg,$498.98
BA78 9085 8930 5454 3757,Savings,$70953.43,2020-04-02 05:52:57,147Uf9qCQukEdLJFJpT2y8hPPSAMmqVisP,$49.75
MR92 8297 1802 4732 5083 3236 480,Brokerage,$36409.55,2019-07-31 06:56:14,1MkQLMDUoCtQMBBPKMd22TAHvXxhBMh5h,$171.62
KW43 STDR LSVT H9PT GMNO D7Y4 7TQQ BX,Checking,$20227.26,2019-07-02 20:13:43,135CvqdW3YDBC2jA61swh8BrBkoqMjXo4h,$248.20
IS78 4628 8896 6051 4353 5159 14,Brokerage,$58228.08,2019-10-19 00:25:00,1LimaUQR39p2L8h1mxGEUBWYzDNavRjgBf,$474.51
MD61 PWIV C1YQ G6TS VAAV 6BUM,Savings,$89078.52,2020-02-05 08:08:27,1DVWZnQv7hY4eNe2BQ4graPeanC7xnQzvG,$-1368.68
BH94 ACIW T59N BYWC WP7B QP,Checking,$4294.86,2019-10-03 23:59:01,1MMkoSMYTGwz72aqbYMv9igxcmuaWSpVYk,$568.46
BR68 7871 5471 5395 3447 9179 806Y A,Savings,$52133.59,2020-06-05 02:07:08,1CEynpu81BnstHqmmT4m2kh3TPZafAXaa7,$46.63
BR90 1339 8293 8185 8636 1676 616Q K,Savings,$98446.12,2020-03-09 11:53:55,1BL9e5fnNd456S2Z3rwbPeT9DcoFtdyxL9,$-453.40
FO44 7999 8559 7552 88,Brokerage,$19740.13,2020-02-20 22:32:40,1Lm2FQ8qwPX8DbN9U5MK5NdCQBf4At81zt,$563.71
IT16 K914 6119 999H X7TZ 71KI QJG,Checking,$67176.61,2019-07-17 00:39:57,18Zuk8BYQeKMSQWhjWW4ftj68ZzshcAuzi,$811.11
FR49 5053 2520 80GF BFIH Y8FF T94,Checking,$65296.35,2020-05-08 16:35:16,1F2SX8cZwFdVYfM6542yB3MdBRpuretDSS,$-374.74
ME84 3246 7654 5420 9285 19,Brokerage,$24248.17,2019-12-06 09:10:42,1BvauUv8v3kDinf8FjtkKpncWCJjqHBxMV,$-1365.87
FO94 3178 8184 8082 94,Checking,$62511.10,2019-12-13 06:06:54,142Uwveo6que2FDdNRWaoieN12zdtXXZT2,$-591.07
TN18 8076 0712 3923 6311 7872,Checking,$78997.44,2019-09-25 06:34:20,1BP1ChAN9jq7XrifmPuf2vyuVMxxJorRCh,$-1364.98
FR55 3734 9130 59BJ GCT5 LEAZ A19,Checking,$57770.78,2019-08-19 05:58:09,1PrpQcQ46JJN7k6BHon9sD6zVUF7JGiB9U,$-621.90
FR19 2727 4501 59JM BDRN BMWJ C41,Checking,$49292.63,2020-04-08 17:36:03,1LiZe1QpSFPRLCCXkoVdKgTmDedNMAn9LS,$662.08
BA38 9362 5418 5502 8305,Checking,$32874.91,2019-11-24 22:15:50,1BU37fJoWoxRjM8HsRhu2xULCZhzChfMNF,$406.07
MC54 2426 8406 667V XB74 350A W17,Savings,$45170.15,2020-02-12 02:02:52,12vAWVCFKSiUQgPTxbTgyY16sH9yTud1ww,$125.71
FR74 1960 7621 20HM GVKV KEQG Y87,Brokerage,$89826.47,2019-09-18 19:17:46,18JXt1GfGpkMWgyBwBEsLov1DX3tF3yTBz,$431.72
FI12 8498 9307 6457 75,Checking,$7238.76,2020-01-13 16:07:02,1EkSPCSiZA716QLWpwnCfrbhjNP7KK5RWF,$20.64
DK55 3944 1579 9509 19,Checking,$79717.96,2020-04-19 17:08:04,1AVz1hZmSC39Pcwn3cKtbipZYnrMTPUJ5c,$-750.19
CZ56 8774 1856 4455 3576 5577,Checking,$77661.34,2020-05-16 10:14:59,142HfaRmaGrf24LZF1vQtBxdmmJuEfYVRG,$466.76
CR51 4886 7476 9746 2967 7,Brokerage,$61953.46,2020-03-25 10:13:59,1EB8yWWC7iNgazP26Azofu39cwBVmQvJ68,$43.83
VG27 ZYAW 1310 3754 8939 0759,Checking,$43773.32,2019-09-07 17:23:31,1NUKFsxEvFdxRw3MWQckz5F5Y6PZrpJaSM,$201.98
SA76 36FJ YN8H NP2V CGCO HHKH,Checking,$72698.19,2020-03-19 11:31:58,14aWuTTAgPBXdkYTDbjmfgGkDFmDYddQnz,$-1304.27
MT63 JSPA 0582 0CAD JWZC C01J NVVJ A9M,Checking,$44852.52,2020-01-13 12:16:02,1Hz8Pd6YmvGSUrD1pcmqrhW18PU8dKmrj4,$366.30
LU97 802P 9ECH UBD3 OMQT,Brokerage,$64272.86,2019-08-25 14:12:43,1J2SJ74Mmye8JbWYRnpU9Xdfr55pArnMsv,$426.02
RO89 LBMJ ATJH ND5T IVUM BT0N,Brokerage,$55464.97,2020-04-21 22:47:30,1LfkvU8EV7TtroNfzZaUZVWYJ18y5zryWz,$858.43
DK11 4134 9656 7060 86,Savings,$54873.51,2020-05-29 04:53:52,15gLqdszyxLS7v1LReXXutpWjmjpBFkJRZ,$542.79
PT63 8735 2311 3052 8157 9138 8,Brokerage,$76578.24,2020-01-16 01:29:27,1JM56vnZCTyP2vbwBm1R2Kh7oq3Vc9BBx9,$415.39
FR03 5702 4569 73AR XXL0 0Q2J I42,Checking,$17403.74,2019-07-15 19:55:49,18FWYqGkPmWMrZCjdRbowGfsfCYUZjmZdK,$673.38
FR52 3397 1534 05VK SCEU ID5M F12,Checking,$19832.85,2020-02-01 02:47:43,1FTdz1x4awDLaxf1w1H8JCScupEwFCfyJr,$-1245.24
TR37 0705 5TGQ F4S2 8ZDP LZJU DZ,Savings,$8124.77,2020-03-02 05:41:44,1KJZTSZvNDn8UhS4tWp9SSeyGCa2xsHCbM,$434.17
FR62 0741 5204 50IZ J0BM 9SPM A66,Checking,$12521.07,2019-09-28 02:12:28,1EYT13jSfDKRc6TyUWeej2WQagTKJFWXp2,$-1210.12
TN65 7282 9432 7140 4327 1825,Brokerage,$76691.05,2019-12-23 19:25:55,1TmfPSnbejURD9uP2CLfzFbJMWLA2Jx2X,$-469.94
CR48 0045 5460 9852 0353 1,Savings,$1883.85,2020-06-07 10:33:49,19JKqKdD46HzcbFr5o34S48e9q6ZeMtww7,$-906.26
DE47 2153 5253 7036 5580 92,Checking,$38128.17,2019-07-04 19:47:45,19AueFmgrR7Q6CRAeRVesKNJnw1W4deNJt,$-1223.56
GR36 5257 253E WFTU I9NX MHDE VTU,Checking,$65611.19,2019-07-24 02:33:03,1HQBperfg8EwVGkEbgLQW5Dp7zQ6Dtm7GB,$-1021.68
MD13 3CJW CUUM LVWG DMXN X8DJ,Brokerage,$15879.69,2020-03-28 20:44:15,12dSE9GkLxXDpTLKbwCH9sw2PPMLNvUmV4,$-537.66
HU85 1849 1769 3213 2849 9295 5765,Brokerage,$39851.87,2020-02-22 00:23:29,13DejThmM2XH4Af3t7YStzLSFS2BA4nVvp,$-927.81
VG20 VJQT 3699 7766 0912 1046,Savings,$26639.37,2020-02-09 06:37:20,1CLFr6571uUDEcbdAq7CueHD3URSvJGNmd,$-368.34
PS38 DHEF E0WK XUPC EOCE Y2S7 XGWC Y,Brokerage,$16993.95,2019-09-04 16:44:54,1HGmTWmWTomYEhfane9SLJ6H6zAhAYWoGT,$895.10
MC78 0804 3187 65MA NYOY 5JGN C62,Savings,$25413.55,2020-06-23 17:53:56,1MH8FGXDFGzMQoJkiVAk15bECuLJeagpDC,$-1252.07
LB95 1729 MLF8 CDDI FVOI AV3X AB3K,Checking,$84499.01,2020-04-04 22:10:57,19ozaVckxNvrtcXwthtfMhZ7qvC5DvCdfq,$-1440.06
BG26 VVKE 4936 07NC AK9M G8,Brokerage,$6941.94,2019-12-07 15:37:26,1N1GTVFrouyETwWCJTKFD563K6nrN5F5wK,$364.08
LV14 DATG BNRV UXDG ZD2L D,Brokerage,$38334.21,2019-12-24 07:46:02,1LCBC4saPQkTUqiNgtzyAARyWBoLtnBK9L,$-1467.01
FR08 6284 6023 94QY OVPE ZAOE Z36,Checking,$22085.85,2020-02-29 12:56:42,167KKipZv8z1kUyiMvESSNNyPsnGjPRou4,$586.29
TN88 1825 6444 7599 3112 6710,Savings,$11984.46,2020-02-07 16:26:13,1DTEZs7BpY56n1ELADRQnuQh2GSCS8j42L,$-632.77
VG22 XFZM 6810 5058 3552 7458,Brokerage,$21199.51,2019-09-08 16:41:09,152bfgyTVr9jeEj3eK5ZuGHvggB5p2Qufo,$-379.55
CZ73 6966 4276 7106 0401 6927,Brokerage,$78549.83,2020-03-19 09:48:58,13iM6hLbssLdVakPuvmRrMBBcp2ddxgvis,$-784.04
EE05 7226 5152 1312 4794,Checking,$97584.19,2019-11-10 00:59:11,1GiuhRPGuqGxc41UWnmTQsWkQ7y3LSbaWn,$38.92
FR45 1349 1808 10KZ SK6Y 2M1M M93,Brokerage,$5673.44,2020-06-07 20:17:36,15QuBqw5nMPbyHog1YmyNRsxPHvADFMGUH,$-100.01
FR93 3497 5343 28AX CN1T 8QU4 Y12,Brokerage,$62098.23,2019-07-07 14:11:30,12SmVkJMoWtARZGqddRV2bVBqAk3RRB9bV,$428.82
VG75 BSAK 3172 3682 5402 5315,Brokerage,$6748.25,2019-08-18 23:32:34,17UsWM5JYi5C5We3NcooP4tB3Zo9H3tnB7,$-192.55
FR79 1054 5746 31YJ G4TT 2F4Z H45,Savings,$41174.04,2019-12-21 12:51:21,1MXaFtTqGMcL3pSjqmLZ2KzZ77yhMMNcs4,$-1127.65
MR83 5681 4576 7567 6529 6544 098,Checking,$80482.61,2020-01-15 15:01:14,1CB6mxswDsBKBaqKaAQisQ1UBK4Baojwsg,$633.13
SE96 0830 2244 0333 5733 7915,Brokerage,$49208.52,2019-08-31 04:23:19,18MSF8opexCu5WrfQCUdkghxBxXvhTHHPd,$520.98
AD40 4157 1404 IB93 RLG9 TS93,Checking,$45830.11,2019-11-14 04:51:54,1HsVccDWVXpAW8ju8iKQ9YQu92bqy183p,$-827.52
MT78 RXMQ 5170 6NZA 0QXC 7YFG U0ZW KH1,Checking,$26980.84,2020-02-02 14:49:18,12SVZfsZ8iDjbbUCQqqMckJnnQkQc2Fvsr,$-827.13
GR55 1308 8568 B37C JNVM VQDL VC5,Savings,$63383.10,2020-04-20 19:09:23,19PMhgj62Cj77uwz3XkDs7eUswpycupwmt,$-642.79
BA28 0899 4422 7218 5950,Checking,$38128.83,2019-10-22 01:46:44,1PCL1X2UVMw4SSmMvuZLKTnLpzrphfYpZv,$652.32
FR08 1141 8519 91KO KJFR IRUS A12,Savings,$16234.35,2020-04-18 14:11:26,1D8XVB9hToqNEqCd5AxCg2r9sVvo2hzBg4,$-714.68
EE14 4293 9161 1658 5411,Checking,$60112.52,2019-08-16 13:15:01,1D5nksPtJ6mpv7WG2SKpaPjvz3AmGjUQ2s,$575.53
AZ31 NUQK H6TR BKKI LTDM IFN0 03VJ,Checking,$76429.63,2019-10-16 04:14:25,1EHuA5PPaV1LWBgMMJfrBNLnaHYVSq8J54,$-785.90
CH09 6555 5LDC 15ZE BE8X K,Brokerage,$31494.86,2019-11-30 04:12:08,1P6cZMSdzGSpMPzyjL3bfocK7rj2eZSPGo,$477.96
FR45 2655 6819 98WA EBLE HAVY O35,Savings,$60428.03,2020-04-30 17:07:38,1CEizWEbmbcLFJifP8uKY5ZetUVxLffmWo,$-483.05
FR15 7086 5836 60D6 BG6A ZYXG I38,Checking,$33080.89,2019-12-29 02:53:52,1CDMKxHSmD1HRM7iQ69B6NrSxuC3AJpfLS,$77.58
BR67 9289 4179 0241 6806 7938 459C H,Brokerage,$55697.14,2019-08-28 09:45:55,1BN5QDnJoibqUBJ3QcMTN7hpcRwMAy8ViT,$304.55
BH47 HLTM 7BFF XUIB DMVX JR,Checking,$91968.74,2020-03-26 17:01:54,1KBtfhYRS6HA3uT75Y4RhbTCXJd4wVCT1N,$815.45
LT23 6588 8525 6895 2160,Checking,$52184.39,2019-08-23 02:29:16,1AiboikhdcFLyTtqnqmsatxpCQjARwsVkz,$-1133.27
CZ87 1346 4334 3312 4045 8261,Savings,$44642.80,2020-01-15 00:55:05,16NMTSrP2RQWDJdwpwKnPMpfR8Rh7sNosq,$-436.43
LV72 LXAD CIVW GREH FVXS F,Checking,$33115.14,2020-06-15 00:00:44,17GeZkQCBkwfYNAuVWJ629fCzzb3R3JYxJ,$-1068.75
CR08 6793 8583 1437 8210 0,Brokerage,$4652.47,2019-10-28 08:46:25,1FyebVVHa8zFUFaeYTHgUn7eGDS1mg41j8,$808.14
SA90 55BA 8FHM V7BB ODOZ RKJB,Brokerage,$61398.97,2019-12-29 06:24:56,1PiZARdZwQQVa8neZTCixBdoUHkf2oWeWz,$556.59
FR43 4855 9866 53VF 5ZNJ OBBX P61,Savings,$12769.98,2020-03-11 20:26:48,19Dxxvm85ut21Ff5feG1H86wYJz9vGeA6v,$-48.92
FI35 7611 4608 4444 78,Checking,$54435.17,2019-09-28 08:12:02,13puxEGGAWA85hFZNbpbSwmSrBLggvYgUv,$566.33
ES92 8498 0950 6376 1995 9249,Checking,$79406.91,2019-11-18 09:12:44,19dcNtbU6CDADnWiUyGENdnbKzhegAxD2i,$116.01
BH86 LSJU MQYP TIUA 2RHJ 46,Brokerage,$31133.00,2019-09-25 10:14:44,18N1JutEBvi6ACZXxxs2dAS3bt1ahzTyaS,$-906.28
SE83 8077 4778 8388 2089 3539,Checking,$39815.85,2020-05-19 12:38:16,1NAfCtrKLqpieYAARbXqcf4EEQLxoab5B2,$-603.72
RS06 1200 5481 9474 2155 22,Checking,$69039.87,2019-08-31 01:16:43,1LaaytmLxb4Ea8oES5x9Sm6exzHDCUKdcW,$344.97
PL19 9735 2832 7942 7268 2464 0305,Checking,$43979.92,2020-05-16 01:01:44,1PdMNhuSX5h3vEcf5eHvMZu1z38cZDxhte,$-1452.25
FR90 8022 9751 44DD HY7C DOD0 X13,Checking,$95604.01,2019-09-09 18:49:57,19tP1TesbZdgyQohafzSzs2pZwnksitDWE,$-77.20
PT42 8497 8531 0779 9054 7817 0,Brokerage,$59950.54,2019-08-17 10:13:28,1J6KkMUTBq7kQdzDHKfSPrNasSZ8DaXYWQ,$169.11
SA13 976Y WTMV 0Z3G 6QMJ EDOH,Savings,$6191.18,2019-08-26 14:29:08,1rFFTN9iHXoDGzNiiKZQY3fQCo4yxCA41,$-815.44
FR93 7410 8368 75VM BCCK OKFW A77,Checking,$17920.49,2020-06-09 12:02:09,1AxtBV5VPxoZXcoSAz2481Eb7n4WMCdmKv,$-1196.47
AT69 8031 3862 9429 9993,Checking,$10723.05,2020-03-29 00:06:16,1K3QH9JmygEdskr2Ae3F3oVEB8GWbUeXSZ,$136.59
BA12 2303 9560 2427 8500,Checking,$14456.89,2019-10-06 14:51:41,1JMVrqP1kE4fMQSkyEDCwz3HFfm8PqWVxe,$-335.93
FR91 9574 5374 32YW MHDH HRPM N79,Brokerage,$67058.65,2020-06-20 11:30:59,19t4QbF9GRqQRSzyfthzpALvbUdgVTTGQ4,$-1339.00
FR77 5327 6161 30Y5 CO5Y MLMX M02,Checking,$88088.65,2020-02-04 02:30:35,12w9Py4GYDus4c64XfjvNtNAGrEfHQtvwH,$799.00
TN50 9884 6708 0797 0770 9734,Checking,$8683.15,2019-08-09 07:22:27,1GP4YxZL6wkKCiqNejamJP87hRrsnDTGet,$-1188.00
LI70 2849 68NO XSYF YLXG C,Brokerage,$65653.16,2020-01-25 17:29:22,1EQdZbP5YfAgZeaeR5MJyeoXG3r2ZshCJ,$-1084.19
FR09 7049 5387 05D6 9LYP PNJ6 B14,Checking,$82389.15,2019-12-23 16:50:01,1NkJsD5J2beLCmW1jCCSMhkbKVzmoxbjVP,$566.21
BR77 2825 8595 2988 5603 9163 476E 8,Savings,$79861.76,2020-06-15 22:27:43,1H6BPFHzm8sHs89JABh7XC6NdJo5gk1T3S,$-251.94
BE84 6978 3738 7820,Checking,$74292.83,2020-03-10 21:17:36,1Mdgh68z21cKPB9S54KCo8CVWREfo4QP2e,$663.28
BE51 7970 0701 2246,Savings,$71883.41,2019-08-22 07:20:29,1K3Waj8uBfF6wXXKFT2ey79P4odLPvAjpp,$-360.90
AL81 6760 8666 17ZS IACW MXTQ RLFZ,Checking,$60102.04,2020-01-02 22:07:35,16wYhv3LpFH1rmeysYPL8b9M44DARixkf5,$-510.08
IT44 D837 9430 655V GJTW 47CP OWH,Checking,$95489.13,2020-03-19 11:23:04,188tmJLtqwxVomkcph2xrgV4sUj4GHZHiF,$-678.34
MD21 LL8S YTKE KVDA IGDI PJOA,Brokerage,$42868.95,2019-08-11 20:13:28,1Pz8PXzRRKLTUwLmUP3aUDpTYSjmqP3WRN,$-1051.96
LT96 0768 9137 2221 4592,Checking,$89865.62,2019-10-16 22:25:17,1Km9KSdh7wakv7K4n1BkfWLyEzjg6u29sS,$272.91
FR52 7720 4562 90WA TFWB TAWE A31,Brokerage,$73537.68,2020-05-14 00:02:32,1DqitkPtKEtxnshCKULdCAT5LWRtL4TgdK,$463.90
CZ08 6899 7322 5578 2880 1663,Brokerage,$11823.34,2019-08-13 20:05:06,1CEHnzDUgqTF4jy2zBtxRaCiob9JaVpm6A,$-526.34
VG48 AJUD 3081 7144 2959 9078,Checking,$95187.74,2020-06-16 20:28:56,13hEgaWV61bJbR5LCgipQkH5wdzrhmEoSU,$-568.58
KW17 BRHJ 1YPE IQJE ZEWZ OIFZ CQU2 A5,Checking,$8977.86,2019-07-22 00:47:46,19GvPHxNELmMAhnQZBhysTvmC3BpjRX8Cj,$-18.14
IL93 5118 1854 8550 7887 876,Checking,$76896.24,2019-12-14 06:29:18,1J53dCwaJrfM21ard4sNDBLWs33c5UhhGw,$-350.06
FO84 7894 6398 0769 80,Brokerage,$85029.80,2020-01-04 15:31:28,13qmHZoYsTX29XTm1kaQZ5d5xt3eLGUimH,$329.00
FR68 8156 9701 59RS OOJC W14H E86,Brokerage,$35548.83,2019-11-25 03:33:06,1Emx9NNVkXg9oadmDXrNbv6z9hhqwhxgu1,$-566.46
GE53 MV25 2387 4690 6287 45,Checking,$92953.55,2019-12-22 14:09:33,19uU8NG6kidPC58AY5549HEkaXTvGbL8mt,$-1010.22
RS74 0058 4749 4481 5406 60,Savings,$94335.04,2020-04-09 21:25:35,1FchksqPLPtMe7DMdA4LCvkYk82qWSJUce,$503.90
GB36 MWNL 2671 4826 1637 34,Savings,$89489.60,2020-01-30 23:00:34,1HWRA4ehkiBkzp5V7bNknmo9GKrU5zowxJ,$-454.02
HU41 0268 1799 8836 8539 7792 4928,Brokerage,$23029.30,2019-12-28 08:23:49,1PMg4TVRNkQEgZnLjvLCfty2XYju8zgU19,$756.86
NL47 GLSA 1898 6285 47,Checking,$78958.47,2019-11-07 08:27:47,1Ewf96jxFuhtXXrKHXSZxTcY9fDT3tsLVh,$425.78
KW92 QHFB PF6M NL9Y PLKW GBMX 21SE QA,Checking,$3165.74,2019-06-26 00:46:14,1CwqdbkKADyrMYbbjanL2MNa87Ex8zy8m9,$-352.12
DO54 B795 3390 7951 0054 2702 0135,Savings,$48915.96,2019-09-29 12:17:43,1pX1NieCTHvRcLpZnHMKNM5RJt79FdVh2,$51.63
MK41 235S KDN4 UCJE R15,Checking,$51455.15,2019-10-04 15:55:38,1EfWPbXvPrLEv78XijLKNuGJAmmTBYw2bK,$23.98
AE95 5355 3924 4396 2959 395,Checking,$96013.94,2020-06-13 11:12:41,1H9siDRBymyQp9g7RrEqXBK22t6ejnVTg5,$-1308.88
FR11 7510 6007 60DC BQQ1 6VOZ 785,Savings,$66442.41,2019-09-05 01:06:49,1PrmpBQmb6GGMwayzzaF9RDMaV2tZjWQiX,$792.86
MD19 67RQ WMJJ ASY7 1KYH OFDV,Savings,$73121.64,2019-07-30 04:23:32,1Ej81j1Q1EBNpVJe2xgUbB9oQdUHaNwcRE,$-165.35
GI40 YEXY RCNF ONVW EMCB X7D,Checking,$93239.19,2020-01-22 00:47:55,12GZBdfjAJEcS6kZBqhdAwkEFzRiTWWcEr,$179.80
FR03 6838 2794 69TK M98B XFZ0 845,Brokerage,$2814.36,2019-10-10 07:07:02,1L7EpAUkAcoADL4VCXnoGvtV6Lmy8VCAL1,$-729.42
RS28 1212 5029 5469 2696 95,Savings,$17937.98,2019-10-11 05:33:39,1PrH3YSLejrG5PSs8hzGQ6yhWQv7URPbjU,$187.04
MU49 PFHF 0445 3963 7120 2132 790L KH,Checking,$63830.01,2019-10-01 03:11:59,1MZ7M6sFAcWMFLrTesSqeXC2aY3NB4TgSv,$-888.54
LT76 3855 3252 2665 9593,Savings,$66314.30,2019-07-15 13:08:41,1BJCmg6cLnXDirzrmjvxfQ3PxHb4Nr58Lc,$27.90
EE70 7721 2612 8648 0929,Checking,$63273.20,2019-11-21 23:50:43,14wpm4ZjwHJo6efNxtcVLAFFXhPZiisuMM,$772.82
FR46 9179 6317 153P 3ZVX 8VYR G30,Brokerage,$83165.99,2020-03-18 22:56:55,1H1hXPkQVK6zKLdvZrDU7EnSKaeHHdFpUU,$-1055.00
LU36 1427 3Q8Z UQDI IQP1,Savings,$80314.51,2020-03-26 02:26:00,17gcfGacsexBhAkt2QJknibbU8WMsUbE7y,$-1117.74
FR36 1886 2527 768U IVQU UXW6 B31,Checking,$20776.43,2020-01-15 17:56:53,12XsDVyswkngaUFDA89mZUWUSmX2tVhUzB,$333.64
LT46 5637 2755 8102 3925,Checking,$98051.64,2019-09-09 21:35:58,1VV1vghTK5epA6hDeijtY3jpxSWw9v4pY,$-898.57
SM60 U521 5130 267Q Q7VN XSZ9 E1O,Brokerage,$54502.44,2020-01-15 18:25:44,17aPuGLjsX7hKud1N3r1Mex4pWtBRVhFCw,$558.04
GE38 ZH64 9412 9826 3744 28,Checking,$41949.88,2020-04-05 01:22:58,18QP4APMRkyVP1inpb5geHJKjePcBLmm9W,$-244.04
GI20 DVNR DZYL UAJ1 VVFN KZN,Checking,$25350.99,2019-10-06 02:12:02,1Lw7rFGtXNT2f39R3CerFFZ22LJTjE8oWp,$-146.14
MU50 LPBI 1833 1370 8543 2322 758Y LK,Checking,$17161.04,2020-02-25 11:52:54,18aTVA4SrciWNCMvwo9rvfaUXTysRsU4Jj,$-1010.90
CZ40 7158 4577 4643 9355 8110,Brokerage,$77583.51,2019-09-19 08:15:03,18R3VV4QsXw2YSJoLzxGeVYGJdifqbixgh,$599.59
SK04 2032 0428 5541 0470 9845,Savings,$19044.41,2019-08-08 12:22:02,1H1NFCamrqHdRsfckskL5yFRxEpnornDps,$-1492.68
FO57 6758 4328 8996 42,Checking,$43779.33,2019-07-24 16:38:07,16oDmLnuviBetgtZiv3tjjs1MxSBNsZmTT,$577.13
FR67 4559 1757 61BK LBWL DHWG 605,Savings,$74239.54,2019-07-14 02:39:16,1HLqrArD36DrL4WDU9qi8Czr1g6oKKEM3W,$-395.25
FR77 0311 7570 03FE 8VRV PPXG H46,Savings,$92589.01,2019-12-28 03:55:45,1NqMkr689bPpX1wZXDAcDWJSkt6reoyuRu,$-493.07
GB90 NEOK 2726 7788 0141 01,Checking,$19551.96,2020-05-28 18:03:18,16Jv5ECdbhWWirbsBZtKe1S1GqYtTmkYEh,$-934.58
TR15 8471 5RHC NH5A GSUH DFKD UJ,Brokerage,$25710.44,2020-06-18 17:13:29,1M5WJ6zGv4DFxtH1Tjo5B8mAuANxBGu7vH,$664.93
MK29 946V 7G3E MTUU D64,Checking,$84787.38,2019-09-07 20:47:09,1A5RTKiVQFyLmBu6H8jBnezSwxcZSrHkqd,$-87.01
CH23 8007 3BV0 MLD3 7IH9 B,Checking,$8220.07,2019-12-06 07:48:39,1B6r9PvFqDQ9QpcpxudRHavDskozvu24Q8,$-1128.27
NO10 5613 6076 540,Brokerage,$55444.37,2020-01-30 06:31:21,1JUEH8rtKNait8JucbNhM7jam2rp8oBU7R,$676.94
VG59 TSLX 1934 0077 6505 1832,Checking,$23650.02,2019-12-17 20:58:04,14JXuTrLjwywWA8SRMoML3wCJ457auhtRR,$-1249.11
FR44 7087 0879 268Q 9IWU 2MS9 S45,Brokerage,$8671.98,2020-05-01 22:09:07,1AhYWe61HP711pJHnPkNevpYXg7Hmy21a1,$-660.96
ES69 1573 0552 1417 6286 7076,Checking,$56294.60,2019-11-16 15:05:05,19xyGSRriLdjhZ98vycHanRcZd7hHf4sDR,$50.57
SI25 9873 5250 3468 084,Checking,$57128.28,2020-03-23 02:57:14,13UMfnKN5dXYhgFGko6Mjcs7oEMBCe9R5P,$820.03
FR87 7690 1642 16WL 12UG B2AO R06,Savings,$71757.99,2019-10-22 17:40:03,14HVpoBx9zBut2iVvT2pxyDBVDSnbkMTJE,$456.45
FR37 3189 4857 62FQ HWHS EL2N P51,Savings,$1534.15,2020-06-19 05:42:08,19XrHq7rwvND4C2F5WqsAGmwtXRxgYHLHu,$-1248.59
VG25 AWYK 8380 7221 0644 2035,Savings,$7594.40,2019-11-24 04:41:41,1EhFbxQyDwu1xTwRcWpajtu4rfPxu9pxzs,$-1054.80
SK86 5736 7432 9924 5995 9390,Brokerage,$54869.29,2019-07-09 14:59:13,19c7e1GtWmRW69wkyA9dQno5xfE87SjSyG,$-637.31
MD19 OIOE FXHZ QBJT ZHJP LRZJ,Savings,$65930.58,2020-03-04 10:54:55,1NTngpkhMwvoL8rY7WoP1oJMKSaMrajaRv,$73.31
FR68 5277 0010 44P7 1RIT OTAI C83,Brokerage,$48198.87,2019-09-30 18:58:20,1NAmznqH8puRSMVsv4wHkQ4V6QQZYSGx9S,$-1445.10
ES78 8053 6044 3862 6668 9152,Savings,$55926.27,2019-08-07 02:35:34,14NZJdCqqfHAaTwCuJrcku5roqAW2kkXJM,$-554.30
FR78 7196 4210 837D 2WOE 4Q9Z O55,Brokerage,$60400.65,2019-10-13 13:23:49,1PhUBShGgJpLUKsww1ij5f5kFSQkGZUGk9,$341.74
MR51 9752 0073 5861 5873 6695 942,Checking,$50168.78,2019-10-30 01:45:44,1FveRHHtiKKMmii91eUdjFttoUs3Hq9YJr,$-1470.95
AL82 6815 0496 ELCS EIWH JNFE I6GK,Savings,$57432.52,2019-06-26 05:51:59,19269y2tfrXq2as9ZoSAkGNn2DCxoU3tom,$-1070.07
SA24 32BZ WIDU NDGK HQTC IYXF,Savings,$93581.91,2019-10-14 15:44:48,1GxueUGmmpKgZ9Etnidw9do5k2Xp96Q3Uj,$-1285.25
IL53 8396 9308 7141 9540 507,Brokerage,$22262.73,2020-01-26 18:07:07,1F1GAY16ALPiGR13FrtYP5nNVyotQDrrMB,$-1085.82
LI36 7490 6CGA RJ6X D9M7 A,Checking,$88327.54,2020-06-18 06:14:36,1HQGd6JAAu5BaM17cwWEWdXKFPwWLtAzQc,$-840.40
RS48 6251 1922 4852 6896 35,Checking,$40089.33,2020-04-10 15:52:03,1GS9aKKc2d8vBEpShmcjPas73RG2PCU6Cg,$-1458.55
LT18 7946 7925 8792 1379,Brokerage,$61516.42,2019-09-24 09:18:22,1GUG3RzeR2G12H7HfqheiHte1Z3ioAAuB3,$-962.18
